# T01 legacy old->new Shimura-curve label map
# STATUS: PROVISIONAL - pending T27 reload. The `new_label` column
#   holds labels currently shipped in gps_shimura_test; these PREDATE
#   the T29 canonical sort (Q15.3) and WILL be reassigned on reload.
#   The durable key is (join_discB, join_discO, join_deg_mu,
#   join_level, join_al_subgroup); re-derive new_label after T27 via
#   the recipe in T01-report.md.  al_subgroup = the set of Hall
#   divisors m with w_m in H (== the legacy bracket, incl. 1).
# Generated by code/scripts/t01_build_map.py in worktree ticket/T01.
old_label,status,new_label,join_discB,join_discO,join_deg_mu,join_level,join_al_subgroup,join_al_gen_norms,join_genus,model_family,pt_genus,devmirror_genus,in_models,in_points,model_dup_count,notes
"14.5-[1,2,35,70]",UNMAPPED_PENDING_GENERATION,,14,70,1,1,"1,2,35,70","2,35,70",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=70 not generated yet; base row exists (14.70.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,2,35,70}"
"14.5-[1,5,7,35]",UNMAPPED_PENDING_GENERATION,,14,70,1,1,"1,5,7,35","5,7,35",1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=70 not generated yet; base row exists (14.70.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,5,7,35}"
"14.5-[1,5,14,70]",UNMAPPED_PENDING_GENERATION,,14,70,1,1,"1,5,14,70","5,14,70",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=70 not generated yet; base row exists (14.70.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,5,14,70}"
"14.5-[1,7,10,70]",UNMAPPED_PENDING_GENERATION,,14,70,1,1,"1,7,10,70","7,10,70",1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=70 not generated yet; base row exists (14.70.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,7,10,70}"
"14.5-[1,10,14,35]",UNMAPPED_PENDING_GENERATION,,14,70,1,1,"1,10,14,35","10,14,35",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=70 not generated yet; base row exists (14.70.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,10,14,35}"
"14.5-[1,2,5,7,10,14,35,70]",UNMAPPED_PENDING_GENERATION,,14,70,1,1,"1,2,5,7,10,14,35,70","2,5,7,10,14,35,70",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=70 not generated yet; base row exists (14.70.1.1.4.3.a.1); full Atkin-Lehner quotient X*(14;5); match future row by autmuO_norms generating the AL subgroup {1,2,5,7,10,14,35,70}"
15.1-[1],MAPPED_PROVISIONAL,15.1.1.4.1.a.1,15,15,1,1,1,,1,model,,1,True,False,1,
15.2-[1],MAPPED_PROVISIONAL,15.30.1.1.4.3.a.1,15,30,1,1,1,,3,model,3,3,True,True,1,
"15.2-[1,2]",UNMAPPED_PENDING_GENERATION,,15,30,1,1,"1,2",2,2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=30 not generated yet; base row exists (15.30.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,2}"
"15.2-[1,3]",UNMAPPED_PENDING_GENERATION,,15,30,1,1,"1,3",3,1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=30 not generated yet; base row exists (15.30.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,3}"
"15.2-[1,5]",UNMAPPED_PENDING_GENERATION,,15,30,1,1,"1,5",5,2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=30 not generated yet; base row exists (15.30.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,5}"
"15.2-[1,6]",UNMAPPED_PENDING_GENERATION,,15,30,1,1,"1,6",6,2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=30 not generated yet; base row exists (15.30.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,6}"
"15.2-[1,10]",UNMAPPED_PENDING_GENERATION,,15,30,1,1,"1,10",10,1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=30 not generated yet; base row exists (15.30.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,10}"
"15.2-[1,15]",UNMAPPED_PENDING_GENERATION,,15,30,1,1,"1,15",15,0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=30 not generated yet; base row exists (15.30.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,15}"
"15.2-[1,30]",UNMAPPED_PENDING_GENERATION,,15,30,1,1,"1,30",30,1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=30 not generated yet; base row exists (15.30.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,30}"
"15.2-[1,2,3,6]",UNMAPPED_PENDING_GENERATION,,15,30,1,1,"1,2,3,6","2,3,6",1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=30 not generated yet; base row exists (15.30.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,2,3,6}"
"15.2-[1,2,5,10]",UNMAPPED_PENDING_GENERATION,,15,30,1,1,"1,2,5,10","2,5,10",1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=30 not generated yet; base row exists (15.30.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,2,5,10}"
"15.2-[1,2,15,30]",UNMAPPED_PENDING_GENERATION,,15,30,1,1,"1,2,15,30","2,15,30",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=30 not generated yet; base row exists (15.30.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,2,15,30}"
"15.2-[1,3,5,15]",UNMAPPED_PENDING_GENERATION,,15,30,1,1,"1,3,5,15","3,5,15",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=30 not generated yet; base row exists (15.30.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,3,5,15}"
"15.2-[1,3,10,30]",UNMAPPED_PENDING_GENERATION,,15,30,1,1,"1,3,10,30","3,10,30",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=30 not generated yet; base row exists (15.30.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,3,10,30}"
"15.2-[1,5,6,30]",UNMAPPED_PENDING_GENERATION,,15,30,1,1,"1,5,6,30","5,6,30",1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=30 not generated yet; base row exists (15.30.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,5,6,30}"
"15.2-[1,6,10,15]",UNMAPPED_PENDING_GENERATION,,15,30,1,1,"1,6,10,15","6,10,15",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=30 not generated yet; base row exists (15.30.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,6,10,15}"
"15.2-[1,2,3,5,6,10,15,30]",UNMAPPED_PENDING_GENERATION,,15,30,1,1,"1,2,3,5,6,10,15,30","2,3,5,6,10,15,30",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=30 not generated yet; base row exists (15.30.1.1.4.3.a.1); full Atkin-Lehner quotient X*(15;2); match future row by autmuO_norms generating the AL subgroup {1,2,3,5,6,10,15,30}"
15.4-[1],UNMAPPED_NO_COARSE_ROW,,15,60,1,1,1,,5,model,5,,True,True,1,"no (discB=15,discO=60,deg_mu=1,level=1) row in devmirror; M=4 is non-squarefree -> coarse table skips it"
"15.4-[1,3]",UNMAPPED_PENDING_GENERATION,,15,60,1,1,"1,3",3,2,model,2,,True,True,1,"base X0(15;4) [discO=60] absent too (M non-sqfree); match future row by autmuO_norms generating the AL subgroup {1,3}"
"15.4-[1,4]",UNMAPPED_PENDING_GENERATION,,15,60,1,1,"1,4",4,2,model,2,,True,True,1,"base X0(15;4) [discO=60] absent too (M non-sqfree); match future row by autmuO_norms generating the AL subgroup {1,4}"
"15.4-[1,5]",UNMAPPED_PENDING_GENERATION,,15,60,1,1,"1,5",5,3,model,3,,True,True,1,"base X0(15;4) [discO=60] absent too (M non-sqfree); match future row by autmuO_norms generating the AL subgroup {1,5}"
"15.4-[1,12]",UNMAPPED_PENDING_GENERATION,,15,60,1,1,"1,12",12,3,model,3,,True,True,1,"base X0(15;4) [discO=60] absent too (M non-sqfree); match future row by autmuO_norms generating the AL subgroup {1,12}"
"15.4-[1,15]",UNMAPPED_PENDING_GENERATION,,15,60,1,1,"1,15",15,0,model,0,,True,True,1,"base X0(15;4) [discO=60] absent too (M non-sqfree); match future row by autmuO_norms generating the AL subgroup {1,15}"
"15.4-[1,20]",UNMAPPED_PENDING_GENERATION,,15,60,1,1,"1,20",20,2,model,2,,True,True,1,"base X0(15;4) [discO=60] absent too (M non-sqfree); match future row by autmuO_norms generating the AL subgroup {1,20}"
"15.4-[1,60]",UNMAPPED_PENDING_GENERATION,,15,60,1,1,"1,60",60,3,model,3,,True,True,1,"base X0(15;4) [discO=60] absent too (M non-sqfree); match future row by autmuO_norms generating the AL subgroup {1,60}"
"15.4-[1,3,4,12]",UNMAPPED_PENDING_GENERATION,,15,60,1,1,"1,3,4,12","3,4,12",1,model,1,,True,True,1,"base X0(15;4) [discO=60] absent too (M non-sqfree); match future row by autmuO_norms generating the AL subgroup {1,3,4,12}"
"15.4-[1,3,5,15]",UNMAPPED_PENDING_GENERATION,,15,60,1,1,"1,3,5,15","3,5,15",0,model,0,,True,True,1,"base X0(15;4) [discO=60] absent too (M non-sqfree); match future row by autmuO_norms generating the AL subgroup {1,3,5,15}"
"15.4-[1,3,20,60]",UNMAPPED_PENDING_GENERATION,,15,60,1,1,"1,3,20,60","3,20,60",1,model,1,,True,True,1,"base X0(15;4) [discO=60] absent too (M non-sqfree); match future row by autmuO_norms generating the AL subgroup {1,3,20,60}"
"15.4-[1,4,5,20]",UNMAPPED_PENDING_GENERATION,,15,60,1,1,"1,4,5,20","4,5,20",1,model,1,,True,True,1,"base X0(15;4) [discO=60] absent too (M non-sqfree); match future row by autmuO_norms generating the AL subgroup {1,4,5,20}"
"15.4-[1,4,15,60]",UNMAPPED_PENDING_GENERATION,,15,60,1,1,"1,4,15,60","4,15,60",0,model,0,,True,True,1,"base X0(15;4) [discO=60] absent too (M non-sqfree); match future row by autmuO_norms generating the AL subgroup {1,4,15,60}"
"15.4-[1,5,12,60]",UNMAPPED_PENDING_GENERATION,,15,60,1,1,"1,5,12,60","5,12,60",2,model,2,,True,True,1,"base X0(15;4) [discO=60] absent too (M non-sqfree); match future row by autmuO_norms generating the AL subgroup {1,5,12,60}"
"15.4-[1,12,15,20]",UNMAPPED_PENDING_GENERATION,,15,60,1,1,"1,12,15,20","12,15,20",0,model,0,,True,True,1,"base X0(15;4) [discO=60] absent too (M non-sqfree); match future row by autmuO_norms generating the AL subgroup {1,12,15,20}"
"15.4-[1,3,4,5,12,15,20,60]",UNMAPPED_PENDING_GENERATION,,15,60,1,1,"1,3,4,5,12,15,20,60","3,4,5,12,15,20,60",0,model,0,,True,True,1,"base X0(15;4) [discO=60] absent too (M non-sqfree); full Atkin-Lehner quotient X*(15;4); match future row by autmuO_norms generating the AL subgroup {1,3,4,5,12,15,20,60}"
21.1-[1],MAPPED_PROVISIONAL,21.1.1.2.1.a.1,21,21,1,1,1,,1,model,,1,True,False,1,
21.2-[1],MAPPED_PROVISIONAL,21.42.1.1.4.3.a.1,21,42,1,1,1,,3,model,3,3,True,True,1,
"21.2-[1,2]",UNMAPPED_PENDING_GENERATION,,21,42,1,1,"1,2",2,1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=42 not generated yet; base row exists (21.42.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,2}"
"21.2-[1,3]",UNMAPPED_PENDING_GENERATION,,21,42,1,1,"1,3",3,2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=42 not generated yet; base row exists (21.42.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,3}"
"21.2-[1,6]",UNMAPPED_PENDING_GENERATION,,21,42,1,1,"1,6",6,2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=42 not generated yet; base row exists (21.42.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,6}"
"21.2-[1,7]",UNMAPPED_PENDING_GENERATION,,21,42,1,1,"1,7",7,0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=42 not generated yet; base row exists (21.42.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,7}"
"21.2-[1,14]",UNMAPPED_PENDING_GENERATION,,21,42,1,1,"1,14",14,2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=42 not generated yet; base row exists (21.42.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,14}"
"21.2-[1,21]",UNMAPPED_PENDING_GENERATION,,21,42,1,1,"1,21",21,1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=42 not generated yet; base row exists (21.42.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,21}"
"21.2-[1,42]",UNMAPPED_PENDING_GENERATION,,21,42,1,1,"1,42",42,1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=42 not generated yet; base row exists (21.42.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,42}"
"21.2-[1,2,3,6]",UNMAPPED_PENDING_GENERATION,,21,42,1,1,"1,2,3,6","2,3,6",1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=42 not generated yet; base row exists (21.42.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,2,3,6}"
"21.2-[1,2,7,14]",UNMAPPED_PENDING_GENERATION,,21,42,1,1,"1,2,7,14","2,7,14",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=42 not generated yet; base row exists (21.42.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,2,7,14}"
"21.2-[1,2,21,42]",UNMAPPED_PENDING_GENERATION,,21,42,1,1,"1,2,21,42","2,21,42",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=42 not generated yet; base row exists (21.42.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,2,21,42}"
"21.2-[1,3,7,21]",UNMAPPED_PENDING_GENERATION,,21,42,1,1,"1,3,7,21","3,7,21",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=42 not generated yet; base row exists (21.42.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,3,7,21}"
"21.2-[1,3,14,42]",UNMAPPED_PENDING_GENERATION,,21,42,1,1,"1,3,14,42","3,14,42",1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=42 not generated yet; base row exists (21.42.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,3,14,42}"
"21.2-[1,6,7,42]",UNMAPPED_PENDING_GENERATION,,21,42,1,1,"1,6,7,42","6,7,42",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=42 not generated yet; base row exists (21.42.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,6,7,42}"
"21.2-[1,6,14,21]",UNMAPPED_PENDING_GENERATION,,21,42,1,1,"1,6,14,21","6,14,21",1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=42 not generated yet; base row exists (21.42.1.1.4.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,6,14,21}"
"21.2-[1,2,3,6,7,14,21,42]",UNMAPPED_PENDING_GENERATION,,21,42,1,1,"1,2,3,6,7,14,21,42","2,3,6,7,14,21,42",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=42 not generated yet; base row exists (21.42.1.1.4.3.a.1); full Atkin-Lehner quotient X*(21;2); match future row by autmuO_norms generating the AL subgroup {1,2,3,6,7,14,21,42}"
22.3-[1],MAPPED_PROVISIONAL,22.66.1.1.2.3.a.1,22,66,1,1,1,,3,model,3,3,True,True,1,
"22.3-[1,2]",UNMAPPED_PENDING_GENERATION,,22,66,1,1,"1,2",2,2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=66 not generated yet; base row exists (22.66.1.1.2.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,2}"
"22.3-[1,3]",UNMAPPED_PENDING_GENERATION,,22,66,1,1,"1,3",3,1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=66 not generated yet; base row exists (22.66.1.1.2.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,3}"
"22.3-[1,6]",UNMAPPED_PENDING_GENERATION,,22,66,1,1,"1,6",6,2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=66 not generated yet; base row exists (22.66.1.1.2.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,6}"
"22.3-[1,11]",UNMAPPED_PENDING_GENERATION,,22,66,1,1,"1,11",11,1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=66 not generated yet; base row exists (22.66.1.1.2.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,11}"
"22.3-[1,22]",UNMAPPED_PENDING_GENERATION,,22,66,1,1,"1,22",22,2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=66 not generated yet; base row exists (22.66.1.1.2.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,22}"
"22.3-[1,33]",UNMAPPED_PENDING_GENERATION,,22,66,1,1,"1,33",33,1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=66 not generated yet; base row exists (22.66.1.1.2.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,33}"
"22.3-[1,66]",UNMAPPED_PENDING_GENERATION,,22,66,1,1,"1,66",66,0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=66 not generated yet; base row exists (22.66.1.1.2.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,66}"
"22.3-[1,2,3,6]",UNMAPPED_PENDING_GENERATION,,22,66,1,1,"1,2,3,6","2,3,6",1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=66 not generated yet; base row exists (22.66.1.1.2.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,2,3,6}"
"22.3-[1,2,11,22]",UNMAPPED_PENDING_GENERATION,,22,66,1,1,"1,2,11,22","2,11,22",1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=66 not generated yet; base row exists (22.66.1.1.2.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,2,11,22}"
"22.3-[1,2,33,66]",UNMAPPED_PENDING_GENERATION,,22,66,1,1,"1,2,33,66","2,33,66",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=66 not generated yet; base row exists (22.66.1.1.2.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,2,33,66}"
"22.3-[1,3,11,33]",UNMAPPED_PENDING_GENERATION,,22,66,1,1,"1,3,11,33","3,11,33",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=66 not generated yet; base row exists (22.66.1.1.2.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,3,11,33}"
"22.3-[1,3,22,66]",UNMAPPED_PENDING_GENERATION,,22,66,1,1,"1,3,22,66","3,22,66",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=66 not generated yet; base row exists (22.66.1.1.2.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,3,22,66}"
"22.3-[1,6,11,66]",UNMAPPED_PENDING_GENERATION,,22,66,1,1,"1,6,11,66","6,11,66",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=66 not generated yet; base row exists (22.66.1.1.2.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,6,11,66}"
"22.3-[1,6,22,33]",UNMAPPED_PENDING_GENERATION,,22,66,1,1,"1,6,22,33","6,22,33",1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=66 not generated yet; base row exists (22.66.1.1.2.3.a.1); match future row by autmuO_norms generating the AL subgroup {1,6,22,33}"
"22.3-[1,2,3,6,11,22,33,66]",UNMAPPED_PENDING_GENERATION,,22,66,1,1,"1,2,3,6,11,22,33,66","2,3,6,11,22,33,66",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=66 not generated yet; base row exists (22.66.1.1.2.3.a.1); full Atkin-Lehner quotient X*(22;3); match future row by autmuO_norms generating the AL subgroup {1,2,3,6,11,22,33,66}"
22.5-[1],MAPPED_PROVISIONAL,22.110.1.1.4.5.a.1,22,110,1,1,1,,5,model,5,5,True,True,1,
"22.5-[1,2]",UNMAPPED_PENDING_GENERATION,,22,110,1,1,"1,2",2,2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=110 not generated yet; base row exists (22.110.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,2}"
"22.5-[1,5]",UNMAPPED_PENDING_GENERATION,,22,110,1,1,"1,5",5,2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=110 not generated yet; base row exists (22.110.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,5}"
"22.5-[1,10]",UNMAPPED_PENDING_GENERATION,,22,110,1,1,"1,10",10,3,model,3,,True,True,1,"level-1 enhanced AL-quotient rows for discO=110 not generated yet; base row exists (22.110.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,10}"
"22.5-[1,11]",UNMAPPED_PENDING_GENERATION,,22,110,1,1,"1,11",11,2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=110 not generated yet; base row exists (22.110.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,11}"
"22.5-[1,22]",UNMAPPED_PENDING_GENERATION,,22,110,1,1,"1,22",22,3,model,3,,True,True,1,"level-1 enhanced AL-quotient rows for discO=110 not generated yet; base row exists (22.110.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,22}"
"22.5-[1,55]",UNMAPPED_PENDING_GENERATION,,22,110,1,1,"1,55",55,3,model,3,,True,True,1,"level-1 enhanced AL-quotient rows for discO=110 not generated yet; base row exists (22.110.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,55}"
"22.5-[1,110]",UNMAPPED_PENDING_GENERATION,,22,110,1,1,"1,110",110,0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=110 not generated yet; base row exists (22.110.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,110}"
"22.5-[1,2,5,10]",UNMAPPED_PENDING_GENERATION,,22,110,1,1,"1,2,5,10","2,5,10",1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=110 not generated yet; base row exists (22.110.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,2,5,10}"
"22.5-[1,2,11,22]",UNMAPPED_PENDING_GENERATION,,22,110,1,1,"1,2,11,22","2,11,22",1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=110 not generated yet; base row exists (22.110.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,2,11,22}"
"22.5-[1,2,55,110]",UNMAPPED_PENDING_GENERATION,,22,110,1,1,"1,2,55,110","2,55,110",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=110 not generated yet; base row exists (22.110.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,2,55,110}"
"22.5-[1,5,11,55]",UNMAPPED_PENDING_GENERATION,,22,110,1,1,"1,5,11,55","5,11,55",1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=110 not generated yet; base row exists (22.110.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,5,11,55}"
"22.5-[1,5,22,110]",UNMAPPED_PENDING_GENERATION,,22,110,1,1,"1,5,22,110","5,22,110",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=110 not generated yet; base row exists (22.110.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,5,22,110}"
"22.5-[1,10,11,110]",UNMAPPED_PENDING_GENERATION,,22,110,1,1,"1,10,11,110","10,11,110",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=110 not generated yet; base row exists (22.110.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,10,11,110}"
"22.5-[1,10,22,55]",UNMAPPED_PENDING_GENERATION,,22,110,1,1,"1,10,22,55","10,22,55",2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=110 not generated yet; base row exists (22.110.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,10,22,55}"
"22.5-[1,2,5,10,11,22,55,110]",UNMAPPED_PENDING_GENERATION,,22,110,1,1,"1,2,5,10,11,22,55,110","2,5,10,11,22,55,110",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=110 not generated yet; base row exists (22.110.1.1.4.5.a.1); full Atkin-Lehner quotient X*(22;5); match future row by autmuO_norms generating the AL subgroup {1,2,5,10,11,22,55,110}"
26.1-[1],MAPPED_PROVISIONAL,26.1.1.2.2.a.1,26,26,1,1,1,,2,model,2,2,True,True,1,
"26.1-[1,2]",UNMAPPED_PENDING_GENERATION,,26,26,1,1,"1,2",2,1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=26 not generated yet; base row exists (26.1.1.2.2.a.1); match future row by autmuO_norms generating the AL subgroup {1,2}"
"26.1-[1,13]",UNMAPPED_PENDING_GENERATION,,26,26,1,1,"1,13",13,1,model,1,,True,True,1,"level-1 enhanced AL-quotient rows for discO=26 not generated yet; base row exists (26.1.1.2.2.a.1); match future row by autmuO_norms generating the AL subgroup {1,13}"
"26.1-[1,26]",UNMAPPED_PENDING_GENERATION,,26,26,1,1,"1,26",26,0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=26 not generated yet; base row exists (26.1.1.2.2.a.1); match future row by autmuO_norms generating the AL subgroup {1,26}"
"26.1-[1,2,13,26]",UNMAPPED_PENDING_GENERATION,,26,26,1,1,"1,2,13,26","2,13,26",0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=26 not generated yet; base row exists (26.1.1.2.2.a.1); full Atkin-Lehner quotient X*(26;1); match future row by autmuO_norms generating the AL subgroup {1,2,13,26}"
26.3-[1],MAPPED_PROVISIONAL,26.78.1.1.4.5.a.1,26,78,1,1,1,,5,model,5,5,True,True,1,
"26.3-[1,2]",UNMAPPED_PENDING_GENERATION,,26,78,1,1,"1,2",2,2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=78 not generated yet; base row exists (26.78.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,2}"
"26.3-[1,3]",UNMAPPED_PENDING_GENERATION,,26,78,1,1,"1,3",3,3,model,3,,True,True,1,"level-1 enhanced AL-quotient rows for discO=78 not generated yet; base row exists (26.78.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,3}"
"26.3-[1,6]",UNMAPPED_PENDING_GENERATION,,26,78,1,1,"1,6",6,2,model,2,,True,True,1,"level-1 enhanced AL-quotient rows for discO=78 not generated yet; base row exists (26.78.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,6}"
"26.3-[1,13]",UNMAPPED_PENDING_GENERATION,,26,78,1,1,"1,13",13,3,model,3,,True,True,1,"level-1 enhanced AL-quotient rows for discO=78 not generated yet; base row exists (26.78.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,13}"
"26.3-[1,26]",UNMAPPED_PENDING_GENERATION,,26,78,1,1,"1,26",26,0,model,0,,True,True,1,"level-1 enhanced AL-quotient rows for discO=78 not generated yet; base row exists (26.78.1.1.4.5.a.1); match future row by autmuO_norms generating the AL subgroup {1,26}"
